iso3,country_name,people_in_need,requirements,funding,coverage_ratio,avg_gap,consecutive_years_underfunded,temporal_factor_value,temporal_factor_normalized,gap_score
SSD,South Sudan,3272315,1694778653.0,917826590,0.5415613350895799,0.0,0,0.0,0.0,1500155.7197663411
NGA,Nigeria,42502,910246471.0,324189433,0.35615566039365615,0.0,0,0.0,0.0,27364.672121948824
CAF,Central African Republic,34442,326056578.0,154783670,0.47471414608295376,0.0,0,0.0,0.0,18091.895380610906
