iso3,country_name,people_in_need,requirements,funding,coverage_ratio,avg_gap,consecutive_years_underfunded,temporal_factor_value,temporal_factor_normalized,gap_score
TCD,Chad,316283,1454258243.0,579851381,0.398726556160906,264331895.8,5,528663791.6,114977.77014740484,305150.338785165
SSD,South Sudan,281475,1694778653.0,917826590,0.5415613350895799,394815636.8,5,789631273.6,131144.83259694444,260183.85580260493
CMR,Cameroon,146225,359298328.0,113951363,0.3171497168781704,159157273.20000002,5,318314546.40000004,129545.67533456489,229395.4579840544
SDN,Sudan,217303,4162518656.0,1770232060,0.4252790693077917,820078042.0,5,1640156084.0,85623.84147100673,210512.42387321568
MLI,Mali,139597,771314315.0,244494817,0.3169846743995669,292269775.8,5,584539551.6,105793.40509803088,201140.29550587456
COD,Democratic Republic of the Congo,129148,2538016151.0,797415042,0.3141883244855679,966289155.4,5,1932578310.8,98340.04546616394,186911.2517355018
YEM,Yemen,96261,2478772922.0,1384559671,0.5585665627986879,731765338.8,0,731765338.8,28417.473280042068,70910.29737847758
CAF,Central African Republic,36000,326056578.0,154783670,0.47471414608295376,72112560.0,2,100957584.0,11146.755714279747,30057.046455293406
SOM,Somalia,23961,1430543255.0,530480862,0.37082476195380754,364294901.2,2,510012861.67999995,8542.50169367614,23618.169572500956
BFA,Burkina Faso,9759,792565236.0,338563009,0.4271736806281016,321554336.6,5,643108673.2,7918.714140723175,13508.92619147353
