iso3,country_name,people_in_need,requirements,funding,coverage_ratio,cumulative_historical_gap,years_with_data,temporal_multiplier,gap_score
SSD,South Sudan,6800.0,1694778653.0,917826590,0.5415613350895799,1974078184.0,5,3.0,9352.148764172569
SSD,South Sudan,5500.0,1694778653.0,917826590,0.5415613350895799,1974078184.0,5,3.0,7564.237971021931
SSD,South Sudan,300.0,1694778653.0,917826590,0.5415613350895799,1974078184.0,5,3.0,412.5947984193781
SSD,South Sudan,50.0,1694778653.0,917826590,0.5415613350895799,1974078184.0,5,3.0,68.76579973656301
