iso3,country_name,people_in_need,requirements,funding,coverage_ratio,cumulative_historical_gap,years_with_data,temporal_multiplier,gap_score
SSD,South Sudan,6800.0,1694778653.0,917826590,0.5415613350895799,0.0,0,1.0,3117.3829213908566
SSD,South Sudan,5500.0,1694778653.0,917826590,0.5415613350895799,0.0,0,1.0,2521.4126570073104
SSD,South Sudan,300.0,1694778653.0,917826590,0.5415613350895799,0.0,0,1.0,137.53159947312602
SSD,South Sudan,50.0,1694778653.0,917826590,0.5415613350895799,0.0,0,1.0,22.921933245521004
